index	claim	evidence	label
59	Basophils promote disease development in patients with systemic lupus erythematosus (SLE).	We report that activation of basophils by autoreactive IgE causes their homing to lymph nodes, promoting T helper type 2 (T(H)2) cell differentiation and enhancing the production of self-reactive antibodies that cause lupus-like nephritis in mice lacking the Src family protein tyrosine kinase Lyn (Lyn(-/-) mice). Individuals with SLE also have elevated serum IgE, self-reactive IgEs and activated basophils that express CD62 ligand (CD62L) and the major histocompatibility complex (MHC) class II molecule human leukocyte antigen-DR (HLA-DR), parameters that are associated with increased disease activity and active lupus nephritis. Thus, in Lyn(-/-) mice, basophils and IgE autoantibodies amplify autoantibody production that leads to lupus nephritis, and in individuals with SLE IgE autoantibodies and activated basophils are factors associated with disease activity and nephritis.	SUPPORTS
60	Bcp1 is a chaperone for Rpl23.	Biogenesis of ribosomes is an essential cellular process conserved across all eukaryotes and is known to require >170 genes for the assembly, modification, and trafficking of ribosome components through multiple cellular compartments. These results reveal new connections between ribosome biogenesis and mRNA splicing and add >10% new genes-most with human orthologs-to the biogenesis pathway, significantly extending our understanding of a universally conserved eukaryotic process.	NOT_ENOUGH_INFO
61	BiP is a general endoplasmic reticulum stress marker.	Endoplasmic reticulum (ER) stress causes pancreatic β-cell dysfunction and contributes to β-cell loss and the progression of type 2 diabetes. ER stress and mutant WFS1 inhibit complex formation and activation of AC8, reducing cAMP synthesis and insulin secretion. Wolfram syndrome 1 (WFS1) has been shown to be an important regulator of the ER stress signalling pathway; however, its role in β-cell function remains unclear.	NOT_ENOUGH_INFO
62	Binding of p53 to enhancer regions (p53BERs) regulates the activity of p53 transcription and cell cycle arrest through the production of p53-dependent eRNAs.	Furthermore, p53BERs produce, in a p53-dependent manner, enhancer RNAs (eRNAs) that are required for efficient transcriptional enhancement of interacting target genes and induction of a p53-dependent cell-cycle arrest. Moreover, eRNA production from p53BERs is required for efficient p53 transcription enhancement.	SUPPORTS
63	Blocking the interaction between TDP-43 and respiratory complex I proteins ND3 and ND6 prevents TDP-43-induced neuronal loss.	The suppression of TDP-43 mitochondrial localization abolishes WT and mutant TDP-43-induced mitochondrial dysfunction and neuronal loss, and improves phenotypes of transgenic mutant TDP-43 mice.	SUPPORTS
64	Bone Marrow (BM) transplantation is used to treat acute myeloid leukemia (AML)	These identify Tspan3 as an important regulator of aggressive leukemias and highlight a role for Tspan3 in oncogenesis. Thus, identifying signals needed for AML propagation is a critical step toward developing new approaches for treating this disease. However, Tspan3 deletion impaired leukemia stem cell self-renewal and disease propagation and markedly improved survival in mouse models of AML.	NOT_ENOUGH_INFO
65	British female students are bullied more than British male students.	Mean height SD scores were: short pupils −1.90 (−3.53 to −0.01), controls 0.31 (−1.41 … 1 2 It may also have undesirable consequences for bullies, with antisocial behaviour persisting into adulthood.	NOT_ENOUGH_INFO
66	British male students are bullied more than British female students.	Mean age (range) was 14.7 (13.4-15.7) years. 1 2 It may also have undesirable consequences for bullies, with antisocial behaviour persisting into adulthood. Bullying is still prevalent in schools and is clearly stressful for victims. Ninety two short normal adolescents who had been below the third centile for height at school entry4 and 117 controls matched for age and sex completed a bullying questionnaire, derived from work by Whitney and Smith.5 There were no refusals or any significant differences in sex or social class between the groups.	NOT_ENOUGH_INFO
67	Broadly HIV-1 Neutralizing Antibodies (bnAb) 10EB have no affinity for phospholipids.	In contrast to other neutralizing MPER antibodies, 10E8 did not bind phospholipids, was not autoreactive, and bound cell-surface envelope.	SUPPORTS
68	C2 works synergistically with A-769662 to activate dephosphorylated AMPK.	C2 acts synergistically with the drug A769662 to activate AMPK α1-containing complexes independent of upstream kinases.	SUPPORTS
69	CCL19 is a ligand for CCR7.	Soluble CCL21 functionally resembles the second CCR7 ligand, CCL19, which lacks anchoring residues and forms soluble gradients.	SUPPORTS
70	CCL19 is predominantly present within dLNs.	Upon direct contact with CCL21, DCs truncated the anchoring residues of CCL21, thereby releasing it from the solid phase. The surface-immobilized form of the chemokine CCL21, the heparan sulfate-anchoring ligand of the CC-chemokine receptor 7 (CCR7), caused random movement of DCs that was confined to the chemokine-presenting surface because it triggered integrin-mediated adhesion. Adhesive random migration and directional steering cooperate to produce dynamic but spatially restricted locomotion patterns closely resembling the cellular dynamics observed in secondary lymphoid organs. Soluble CCL21 functionally resembles the second CCR7 ligand, CCL19, which lacks anchoring residues and forms soluble gradients. Analyzing dendritic cell (DC) migration, we showed that these distinct cellular responses depended on the mode of chemokine presentation within tissues. Chemokines orchestrate immune cell trafficking by eliciting either directed or random migration and by activating integrins in order to induce cell adhesion.	NOT_ENOUGH_INFO
71	CD28 initiates tonic signaling in conventional T cells, which causes an exhaustion phenotype and limited efficiency.	We further determine that CD28 costimulation augments, whereas 4-1BB costimulation reduces, exhaustion induced by persistent CAR signaling.	SUPPORTS
72	CD28 signals regulate trafficking of murine auto-reactive T cells into target tissues.	Here, we demonstrate that the CD28 co-stimulatory pathway regulates the trafficking of self-reactive Ctla4(-/-) T cells to tissues. Concurrent ablation of the CD28-activated Tec family kinase ITK does not block spontaneous T cell activation but instead causes self-reactive Ctla4(-/-) T cells to accumulate in secondary lymphoid organs.	SUPPORTS
73	CDK6 shows impaired binding to loss-of-function variants of p18 INK4C.	We have developed a nonheuristic genome topography scan (GTS) algorithm to characterize the patterns of genomic alterations in human glioblastoma (GBM), identifying frequent p18(INK4C) and p16(INK4A) codeletion.	NOT_ENOUGH_INFO
74	CDK6 shows improved binding to loss-of-function variants of p18 INK4C.	Conversely, RNAi-mediated depletion of p18(INK4C) in p16(INK4A)-deficient primary astrocytes or established GBM cells enhanced tumorigenicity in vitro and in vivo. We have developed a nonheuristic genome topography scan (GTS) algorithm to characterize the patterns of genomic alterations in human glioblastoma (GBM), identifying frequent p18(INK4C) and p16(INK4A) codeletion. Furthermore, acute suppression of p16(INK4A) in primary astrocytes induced a concomitant increase in p18(INK4C). Together, these findings uncover a feedback regulatory circuit in the astrocytic lineage and demonstrate a bona fide tumor suppressor role for p18(INK4C) in human GBM wherein it functions cooperatively with other INK4 family members to constrain inappropriate proliferation.	NOT_ENOUGH_INFO
75	CDK6 shows improved binding to loss-of-function variants of p18 INK4C.	Expression of p18(INK4c) was completely absent in 43% of GBM primary tumors studied by immunohistochemistry. Deletions of p18(INK4c) often occurred in tumors also harboring homozygous deletions of p16(INK4a).	NOT_ENOUGH_INFO
76	COPI coatmer is involved in lipid homeostasis.	Those include the vesicle-mediated Coat Protein Complex I (COPI) transport complex, which is required for limiting lipid storage. We found that COPI components regulate the PAT protein composition at the lipid droplet surface, and promote the association of adipocyte triglyceride lipase (ATGL) with the lipid droplet surface to mediate lipolysis. These data indicate that the COPI complex is an evolutionarily conserved regulator of lipid homeostasis, and highlight an interaction between vesicle transport systems and lipid droplets.	SUPPORTS
